guest_id,event_timestamp,from_zone,to_zone,ride_name,ride_category,posted_wait_min,actual_wait_min,ride_duration_min,crowd_level,temperature_f,weather,festival,party_size,ticket_type,fun_score,frustration_score
27627,2025-11-14 12:44:14,World Showcase Morocco,World Showcase France,,,,,,4.6,75.7,light_rain,Food & Wine,1,annual_pass,4.58,2.53
26118,2025-10-12 12:58:00,World Showcase Canada,World Nature,Soarin' Around the World,Family,70.5,65.8,12.4,8.1,80.2,cloudy,Food & Wine,2,park_hopper,7.24,6.36
5655,2025-02-14 19:22:13,World Celebration,World Showcase Norway,Beauty and the Beast Sing-Along,Slow,5.0,2.3,11.0,3.3,68.1,clear,Festival of the Arts,3,standard,7.04,1.0
25203,2025-09-20 16:51:53,World Showcase Mexico,World Showcase Norway,,,,,,5.2,82.0,cloudy,Food & Wine,3,park_hopper,5.87,4.09
1770,2025-01-24 12:50:26,World Discovery,World Showcase Morocco,Soarin' Around the World,Family,55.1,54.5,10.2,3.9,58.7,cloudy,Festival of the Arts,2,annual_pass,8.49,4.91
26502,2025-10-14 15:17:08,World Showcase China,World Showcase Germany,,,,,,4.9,72.6,cloudy,Food & Wine,3,standard,6.68,4.44
6367,2025-02-21 15:18:14,World Nature,World Celebration,Remy's Ratatouille Adventure,Family,64.7,72.1,10.8,3.7,71.1,clear,Festival of the Arts,4,park_hopper,6.56,5.51
12614,2025-05-12 12:55:08,World Showcase Canada,World Showcase Mexico,Guardians of the Galaxy: Cosmic Rewind,Thrill,52.4,57.5,12.3,1.4,66.9,storm,Flower & Garden,2,park_hopper,8.4,3.52
2264,2025-01-26 20:49:45,World Showcase American Adventure,World Showcase Morocco,,,,,,3.2,73.1,clear,Festival of the Arts,3,standard,4.04,2.14
17485,2025-06-22 13:10:25,World Showcase Germany,World Showcase China,,,,,,1.3,91.5,storm,none,3,annual_pass,5.58,2.92
9766,2025-04-13 16:09:16,World Celebration,World Showcase Germany,,,,,,1.8,82.0,light_rain,Flower & Garden,3,standard,7.04,4.58
14036,2025-06-02 11:02:00,World Showcase China,World Showcase Germany,,,,,,1.3,83.1,cloudy,none,4,standard,5.86,1.92
12794,2025-05-13 16:29:10,World Showcase Japan,World Showcase Morocco,Test Track,Thrill,21.4,18.2,7.8,1.3,60.0,light_rain,Flower & Garden,2,annual_pass,8.03,1.0
26416,2025-10-14 14:10:00,World Showcase Canada,World Nature,Test Track,Thrill,37.8,38.5,8.7,5.1,72.6,cloudy,Food & Wine,6,standard,8.7,3.53
23463,2025-09-06 15:31:45,World Showcase Canada,World Nature,,,,,,6.0,77.4,clear,Food & Wine,3,park_hopper,6.75,3.56
10177,2025-04-14 12:54:36,World Showcase American Adventure,World Showcase Italy,,,,,,2.1,81.2,clear,Flower & Garden,2,annual_pass,6.55,2.42
1796,2025-01-24 16:44:50,World Showcase China,World Showcase Norway,,,,,,3.7,58.7,cloudy,Festival of the Arts,2,standard,6.42,3.61
25175,2025-09-20 20:16:15,World Showcase American Adventure,World Showcase Italy,Guardians of the Galaxy: Cosmic Rewind,Thrill,77.3,59.9,11.9,4.0,82.0,cloudy,Food & Wine,3,standard,10.0,4.1
9098,2025-04-09 13:45:27,World Showcase Japan,World Showcase American Adventure,,,,,,3.5,76.4,clear,Flower & Garden,2,annual_pass,5.88,2.18
20807,2025-07-23 13:55:17,Entrance,World Nature,Journey Into Imagination with Figment,Family,5.3,4.9,10.2,2.7,87.6,clear,none,6,standard,8.03,1.1
20956,2025-07-24 17:13:16,World Nature,World Celebration,Gran Fiesta Tour,Family,5.0,3.9,10.4,1.9,87.7,clear,none,3,park_hopper,5.56,1.0
9486,2025-04-11 12:42:04,World Showcase France,World Showcase Morocco,,,,,,1.0,83.9,clear,Flower & Garden,5,park_hopper,5.76,4.18
10801,2025-04-23 12:22:00,Entrance,World Discovery,,,,,,3.3,64.1,clear,Flower & Garden,5,park_hopper,4.85,4.05
17307,2025-06-22 14:32:46,World Showcase American Adventure,World Showcase United Kingdom,,,,,,2.5,91.5,storm,none,3,standard,5.04,3.7
27685,2025-11-14 13:27:18,World Nature,Entrance,,,,,,5.2,75.7,light_rain,Food & Wine,6,standard,6.19,3.35
11496,2025-05-01 11:11:00,Entrance,World Nature,,,,,,1.0,77.8,clear,Flower & Garden,3,annual_pass,8.09,1.0
14556,2025-06-06 12:35:54,World Showcase Morocco,World Showcase France,,,,,,3.4,85.9,cloudy,none,2,standard,5.0,2.21
12573,2025-05-12 14:45:05,World Showcase United Kingdom,World Showcase France,,,,,,1.0,66.9,storm,Flower & Garden,3,standard,4.75,2.48
13062,2025-05-17 10:19:00,World Showcase France,World Showcase Morocco,,,,,,1.0,70.1,storm,Flower & Garden,2,standard,6.36,2.14
9870,2025-04-13 14:05:00,Entrance,World Nature,Test Track,Thrill,33.3,28.9,12.1,2.5,82.0,light_rain,Flower & Garden,3,park_hopper,8.56,1.58
351,2025-01-18 17:22:31,World Discovery,World Celebration,Frozen Ever After,Family,60.1,65.6,10.7,5.2,55.0,clear,Festival of the Arts,5,park_hopper,7.1,5.49
15565,2025-06-10 15:39:37,World Celebration,World Nature,,,,,,1.7,70.2,cloudy,none,4,standard,5.35,2.7
11096,2025-04-28 09:17:00,Entrance,World Discovery,,,,,,2.0,77.6,storm,Flower & Garden,6,standard,3.81,1.0
6749,2025-02-22 13:15:51,World Celebration,World Showcase American Adventure,Beauty and the Beast Sing-Along,Slow,5.0,1.2,5.0,4.6,58.8,cloudy,Festival of the Arts,5,standard,4.42,1.0
22039,2025-08-11 17:57:45,World Showcase United Kingdom,World Showcase Canada,The Seas with Nemo & Friends,Family,14.9,15.8,12.7,3.0,77.2,storm,Food & Wine,4,park_hopper,6.13,2.08
6256,2025-02-17 17:43:40,Entrance,World Discovery,Soarin' Around the World,Family,50.7,52.5,14.7,3.1,74.4,cloudy,Festival of the Arts,6,standard,9.27,4.97
9534,2025-04-11 17:12:51,World Showcase American Adventure,World Showcase Japan,,,,,,1.4,83.9,clear,Flower & Garden,4,standard,2.29,2.25
11734,2025-05-02 15:54:12,World Showcase American Adventure,World Showcase Japan,,,,,,2.2,81.6,clear,Flower & Garden,3,annual_pass,4.63,3.07
20367,2025-07-20 16:40:58,World Showcase Morocco,World Showcase Japan,Remy's Ratatouille Adventure,Family,53.2,45.9,19.3,2.9,92.0,cloudy,none,5,park_hopper,9.27,1.61
14936,2025-06-08 12:26:11,World Showcase American Adventure,World Showcase Italy,,,,,,4.5,81.1,clear,none,6,standard,7.61,2.88
17922,2025-06-26 15:11:41,World Showcase Germany,World Showcase Italy,,,,,,1.0,77.1,storm,none,3,park_hopper,6.69,2.94
3366,2025-01-31 14:17:00,World Nature,World Celebration,Spaceship Earth,Family,14.1,13.5,15.6,4.1,64.7,cloudy,Festival of the Arts,5,park_hopper,7.34,2.88
20400,2025-07-20 10:24:33,World Discovery,Entrance,,,,,,2.8,92.0,cloudy,none,4,standard,2.57,2.23
18207,2025-06-27 18:13:43,World Discovery,Entrance,,,,,,2.9,87.8,cloudy,none,4,standard,5.29,4.36
12126,2025-05-11 17:15:44,World Showcase China,World Discovery,,,,,,3.1,73.8,cloudy,Flower & Garden,6,standard,6.65,1.51
26746,2025-10-27 20:21:23,World Nature,World Celebration,Frozen Ever After,Family,72.4,58.6,16.7,3.0,83.6,storm,Food & Wine,5,standard,10.0,4.56
25180,2025-09-20 16:00:37,World Celebration,World Nature,,,,,,4.7,82.0,cloudy,Food & Wine,3,standard,4.95,4.76
10252,2025-04-15 12:25:13,World Showcase Norway,World Showcase China,Living with the Land,Family,5.9,6.2,14.0,2.9,75.7,clear,Flower & Garden,4,standard,6.65,1.89
18136,2025-06-27 17:10:24,World Nature,World Showcase Canada,,,,,,1.5,87.8,cloudy,none,3,annual_pass,5.39,3.81
17290,2025-06-21 10:18:00,Entrance,World Showcase France,Soarin' Around the World,Family,25.2,22.3,11.6,1.1,80.1,light_rain,none,4,standard,7.96,1.0
5644,2025-02-14 16:34:10,World Celebration,World Showcase American Adventure,,,,,,4.0,68.1,clear,Festival of the Arts,2,standard,4.34,3.52
20990,2025-07-24 17:58:17,World Showcase Norway,World Showcase China,Guardians of the Galaxy: Cosmic Rewind,Thrill,54.7,54.9,14.6,2.3,87.7,clear,none,4,park_hopper,9.78,3.48
18458,2025-06-30 18:09:21,World Showcase Mexico,World Showcase American Adventure,Frozen Ever After,Family,56.8,51.0,10.7,3.3,84.5,clear,none,2,standard,9.2,4.92
27375,2025-11-09 13:59:19,World Showcase China,World Showcase Morocco,,,,,,9.2,95.0,clear,Food & Wine,5,standard,5.58,3.8
27369,2025-11-09 11:27:00,World Showcase American Adventure,World Discovery,Guardians of the Galaxy: Cosmic Rewind,Thrill,91.6,83.1,12.5,6.2,95.0,clear,Food & Wine,4,park_hopper,7.91,5.66
15642,2025-06-11 10:14:15,World Showcase Canada,World Nature,Frozen Ever After,Family,34.4,29.1,15.2,1.5,92.3,storm,none,3,standard,9.95,1.85
13249,2025-05-21 15:11:20,World Showcase France,World Showcase Morocco,Living with the Land,Family,15.2,13.0,12.4,1.0,76.5,storm,Flower & Garden,2,standard,7.96,1.0
19002,2025-07-10 11:55:00,World Discovery,Entrance,,,,,,2.2,76.6,cloudy,none,3,annual_pass,6.43,3.31
10912,2025-04-23 20:12:23,World Showcase Morocco,World Showcase Japan,Journey Into Imagination with Figment,Family,5.7,5.0,14.4,1.0,64.1,clear,Flower & Garden,1,annual_pass,6.91,1.0
6584,2025-02-22 13:58:29,World Showcase Italy,World Showcase American Adventure,,,,,,4.9,58.8,cloudy,Festival of the Arts,1,annual_pass,6.08,3.66
18300,2025-06-27 14:14:15,World Showcase Italy,Entrance,,,,,,3.5,87.8,cloudy,none,2,standard,6.12,2.68
11998,2025-05-05 09:44:00,World Nature,World Showcase Canada,,,,,,1.1,82.3,storm,Flower & Garden,3,standard,7.15,2.57
3926,2025-02-03 17:52:23,World Showcase American Adventure,World Discovery,,,,,,3.5,65.3,light_rain,Festival of the Arts,2,park_hopper,5.59,4.42
23759,2025-09-09 16:50:24,World Showcase American Adventure,World Showcase Italy,,,,,,2.7,80.5,clear,Food & Wine,4,park_hopper,6.82,2.54
3719,2025-02-02 14:48:00,World Showcase Germany,World Showcase China,,,,,,4.9,55.0,clear,Festival of the Arts,3,park_hopper,5.63,3.52
3964,2025-02-03 12:29:14,Entrance,World Nature,Gran Fiesta Tour,Family,5.1,4.4,11.0,2.6,65.3,light_rain,Festival of the Arts,6,standard,5.81,1.67
20185,2025-07-15 14:08:20,World Showcase France,World Showcase United Kingdom,,,,,,2.7,74.6,cloudy,none,5,standard,6.22,4.61
16902,2025-06-20 11:18:00,World Nature,World Celebration,,,,,,2.3,91.6,cloudy,none,3,standard,5.23,3.81
9825,2025-04-13 09:19:00,Entrance,World Nature,,,,,,1.3,82.0,light_rain,Flower & Garden,4,standard,6.7,1.0
19084,2025-07-10 20:24:07,World Showcase United Kingdom,World Showcase Canada,The Seas with Nemo & Friends,Family,13.1,14.5,14.3,2.2,76.6,cloudy,none,2,park_hopper,7.31,1.0
1585,2025-01-24 12:12:51,World Showcase Morocco,World Showcase Japan,,,,,,4.8,58.7,cloudy,Festival of the Arts,4,standard,7.4,2.46
23911,2025-09-10 10:08:00,World Showcase American Adventure,World Showcase Japan,Living with the Land,Family,23.6,19.3,10.9,4.5,74.6,clear,Food & Wine,4,standard,6.79,1.93
2212,2025-01-26 14:28:47,World Showcase Norway,World Showcase Mexico,,,,,,7.1,73.1,clear,Festival of the Arts,3,park_hopper,4.55,1.32
16241,2025-06-18 10:47:06,World Discovery,World Showcase Germany,,,,,,3.3,72.1,cloudy,none,6,standard,3.84,2.92
18221,2025-06-27 13:00:24,World Showcase Norway,World Showcase France,,,,,,3.8,87.8,cloudy,none,3,standard,3.94,3.59
25458,2025-10-06 16:26:06,World Discovery,World Showcase American Adventure,Test Track,Thrill,72.2,52.9,21.3,4.0,83.3,light_rain,Food & Wine,1,annual_pass,9.1,3.72
9838,2025-04-13 12:00:29,World Showcase Italy,World Showcase American Adventure,,,,,,1.7,82.0,light_rain,Flower & Garden,6,standard,6.36,5.51
6779,2025-02-24 12:05:56,World Discovery,World Showcase Mexico,Remy's Ratatouille Adventure,Family,21.1,16.9,14.7,2.3,59.0,storm,Festival of the Arts,4,standard,8.53,1.22
12111,2025-05-11 18:36:55,World Celebration,World Showcase American Adventure,,,,,,2.5,73.8,cloudy,Flower & Garden,2,standard,6.23,3.01
14478,2025-06-06 18:11:40,World Showcase Italy,World Showcase Germany,,,,,,3.1,85.9,cloudy,none,3,standard,5.26,4.75
26214,2025-10-12 11:28:10,World Discovery,Entrance,,,,,,7.2,80.2,cloudy,Food & Wine,4,standard,7.76,2.56
5650,2025-02-14 20:45:20,World Nature,World Showcase Canada,,,,,,2.7,68.1,clear,Festival of the Arts,2,standard,5.46,2.88
16428,2025-06-19 13:51:00,World Showcase France,World Showcase United Kingdom,,,,,,2.6,87.2,light_rain,none,4,standard,5.2,4.01
18970,2025-07-10 13:44:29,Entrance,World Discovery,,,,,,3.4,76.6,cloudy,none,3,park_hopper,7.41,5.48
5336,2025-02-11 13:28:00,Entrance,World Discovery,Living with the Land,Family,16.6,15.7,9.3,3.1,60.7,clear,Festival of the Arts,4,park_hopper,6.53,1.3
13918,2025-06-02 15:04:45,World Showcase American Adventure,World Discovery,Gran Fiesta Tour,Family,5.0,2.1,16.4,3.4,83.1,cloudy,none,2,standard,8.37,1.16
20013,2025-07-15 14:46:29,World Showcase Germany,World Showcase Italy,,,,,,2.2,74.6,cloudy,none,4,standard,7.44,3.38
23013,2025-08-31 15:04:57,World Celebration,World Discovery,,,,,,6.4,61.5,cloudy,Food & Wine,5,standard,5.38,4.39
17247,2025-06-21 14:36:07,World Showcase American Adventure,World Showcase Japan,Guardians of the Galaxy: Cosmic Rewind,Thrill,89.9,74.3,16.3,3.1,80.1,light_rain,none,2,standard,9.27,4.1
9491,2025-04-11 17:16:59,World Showcase American Adventure,World Showcase Japan,Remy's Ratatouille Adventure,Family,24.2,25.8,8.6,2.0,83.9,clear,Flower & Garden,5,standard,8.51,1.63
8544,2025-04-01 09:04:00,Entrance,World Discovery,,,,,,1.9,69.8,clear,Flower & Garden,2,standard,4.92,5.06
18327,2025-06-27 14:08:27,World Celebration,World Nature,Remy's Ratatouille Adventure,Family,32.4,30.8,11.1,3.4,87.8,cloudy,none,5,standard,8.84,3.06
2416,2025-01-26 11:42:12,World Nature,Entrance,,,,,,4.9,73.1,clear,Festival of the Arts,3,park_hopper,4.63,3.32
10199,2025-04-15 18:06:04,World Showcase Germany,World Showcase Italy,,,,,,3.0,75.7,clear,Flower & Garden,4,park_hopper,4.57,1.0
9881,2025-04-13 10:48:28,World Celebration,World Showcase Japan,,,,,,1.4,82.0,light_rain,Flower & Garden,5,standard,5.96,1.0
1104,2025-01-20 13:39:04,World Showcase China,World Showcase Germany,,,,,,4.1,67.2,cloudy,Festival of the Arts,5,standard,5.34,2.05
14053,2025-06-02 12:58:33,World Showcase Mexico,World Showcase Norway,,,,,,2.6,83.1,cloudy,none,4,standard,4.98,2.12
16475,2025-06-19 13:54:37,World Showcase American Adventure,World Showcase Japan,Soarin' Around the World,Family,36.7,28.2,11.6,2.6,87.2,light_rain,none,3,standard,9.7,2.1
21511,2025-08-03 18:47:36,World Showcase Italy,World Showcase Germany,,,,,,6.2,84.3,cloudy,Food & Wine,4,park_hopper,4.99,2.95
14490,2025-06-06 15:07:28,World Nature,Entrance,Soarin' Around the World,Family,52.6,47.8,13.3,3.8,85.9,cloudy,none,3,standard,9.35,3.64
17012,2025-06-20 13:46:30,World Nature,World Celebration,,,,,,4.0,91.6,cloudy,none,4,standard,3.98,6.54
27847,2025-11-14 10:20:00,Entrance,World Nature,Guardians of the Galaxy: Cosmic Rewind,Thrill,62.3,51.4,7.9,3.5,75.7,light_rain,Food & Wine,2,standard,10.0,3.28
16065,2025-06-18 13:13:31,World Showcase Canada,World Showcase Japan,,,,,,2.2,72.1,cloudy,none,3,annual_pass,4.98,4.04
1958,2025-01-25 14:36:53,World Showcase Canada,World Showcase United Kingdom,Living with the Land,Family,21.9,17.9,13.7,5.8,55.0,cloudy,Festival of the Arts,6,standard,6.91,2.26
7367,2025-03-07 16:59:52,World Showcase Italy,World Showcase Germany,Frozen Ever After,Family,51.0,42.3,13.7,2.5,65.9,clear,Flower & Garden,2,standard,8.75,3.02
22810,2025-08-17 15:01:48,World Discovery,World Celebration,,,,,,8.0,83.0,cloudy,Food & Wine,3,park_hopper,4.86,3.95
27308,2025-11-05 09:36:18,World Nature,World Showcase United Kingdom,,,,,,2.4,78.5,light_rain,Food & Wine,4,standard,7.45,2.57
25580,2025-10-07 16:32:12,World Celebration,World Showcase Canada,,,,,,4.2,73.7,clear,Food & Wine,2,standard,6.68,4.36
24822,2025-09-19 13:00:04,World Showcase Canada,World Nature,Beauty and the Beast Sing-Along,Slow,5.0,3.1,8.2,5.0,72.1,cloudy,Food & Wine,3,standard,5.66,1.0
11483,2025-05-01 12:20:22,World Nature,World Showcase Morocco,Frozen Ever After,Family,40.9,42.2,10.8,2.4,77.8,clear,Flower & Garden,2,annual_pass,8.08,2.36
10704,2025-04-22 10:53:17,World Discovery,World Celebration,,,,,,1.0,82.6,storm,Flower & Garden,2,annual_pass,5.2,3.14
9604,2025-04-11 17:30:15,World Showcase France,World Showcase United Kingdom,Soarin' Around the World,Family,16.3,16.2,8.3,1.8,83.9,clear,Flower & Garden,4,park_hopper,9.61,1.0
23359,2025-09-03 13:28:16,World Discovery,World Showcase Japan,,,,,,3.2,86.7,storm,Food & Wine,4,standard,6.63,2.92
14421,2025-06-06 09:39:00,World Showcase American Adventure,World Discovery,,,,,,2.1,85.9,cloudy,none,1,annual_pass,5.76,1.97
27331,2025-11-05 19:00:15,World Nature,World Showcase Canada,Test Track,Thrill,24.1,25.4,11.1,2.0,78.5,light_rain,Food & Wine,2,annual_pass,7.64,1.58
23760,2025-09-09 19:07:20,Entrance,World Nature,,,,,,3.7,80.5,clear,Food & Wine,4,standard,3.49,3.33
711,2025-01-19 11:51:07,World Nature,Entrance,,,,,,3.6,66.2,clear,Festival of the Arts,2,standard,6.13,3.14
8589,2025-04-01 16:09:23,World Showcase Germany,World Showcase Italy,Soarin' Around the World,Family,30.3,26.8,8.4,1.5,69.8,clear,Flower & Garden,2,standard,8.4,1.1
21395,2025-07-30 15:02:55,World Showcase United Kingdom,World Showcase France,,,,,,2.3,90.9,storm,Food & Wine,3,standard,4.96,4.61
23590,2025-09-06 14:21:51,World Showcase Germany,World Showcase China,,,,,,8.3,77.4,clear,Food & Wine,5,standard,6.16,4.46
26722,2025-10-27 13:20:06,World Celebration,World Showcase Morocco,,,,,,3.7,83.6,storm,Food & Wine,3,standard,6.97,4.86
14790,2025-06-08 14:02:53,World Showcase Japan,World Showcase France,Journey Into Imagination with Figment,Family,18.9,16.1,13.5,6.1,81.1,clear,none,4,standard,5.8,2.27
19654,2025-07-14 12:52:42,World Showcase Canada,World Nature,,,,,,1.0,83.8,storm,none,6,standard,6.31,3.7
6978,2025-02-24 14:04:36,World Nature,World Showcase Canada,Soarin' Around the World,Family,32.4,31.4,6.0,2.4,59.0,storm,Festival of the Arts,5,park_hopper,9.5,2.02
13281,2025-05-21 10:26:00,Entrance,World Discovery,,,,,,1.1,76.5,storm,Flower & Garden,4,standard,5.92,3.72
5712,2025-02-14 16:03:48,World Showcase Canada,World Showcase United Kingdom,The American Adventure,Slow,5.0,2.9,12.3,2.3,68.1,clear,Festival of the Arts,3,standard,6.66,1.0
22081,2025-08-11 12:38:00,World Discovery,World Showcase American Adventure,Guardians of the Galaxy: Cosmic Rewind,Thrill,86.0,89.6,10.5,3.8,77.2,storm,Food & Wine,2,park_hopper,9.39,6.11
25789,2025-10-08 15:57:23,World Showcase China,World Showcase Norway,Living with the Land,Family,35.0,29.0,5.6,4.7,70.8,cloudy,Food & Wine,4,standard,6.34,1.49
5961,2025-02-16 14:26:03,World Showcase Morocco,World Showcase France,,,,,,7.0,74.5,cloudy,Festival of the Arts,6,standard,6.17,3.6
16098,2025-06-18 16:19:05,World Showcase Mexico,World Showcase Norway,,,,,,2.7,72.1,cloudy,none,3,park_hopper,4.67,1.96
12086,2025-05-11 20:48:57,World Showcase Morocco,World Showcase Japan,The Seas with Nemo & Friends,Family,8.8,9.7,10.4,1.0,73.8,cloudy,Flower & Garden,2,park_hopper,6.0,1.0
23048,2025-08-31 12:09:52,World Showcase American Adventure,World Showcase Japan,,,,,,8.1,61.5,cloudy,Food & Wine,3,annual_pass,4.56,3.89
3219,2025-01-31 13:18:48,World Showcase Japan,World Showcase Morocco,,,,,,3.9,64.7,cloudy,Festival of the Arts,5,standard,4.35,1.0
23855,2025-09-10 09:30:00,World Nature,Entrance,,,,,,2.7,74.6,clear,Food & Wine,2,standard,5.63,1.59
19069,2025-07-10 13:47:59,World Showcase France,World Showcase Morocco,,,,,,2.6,76.6,cloudy,none,5,standard,5.44,2.7
12240,2025-05-11 13:06:00,World Discovery,World Celebration,The American Adventure,Slow,5.0,3.0,6.9,3.7,73.8,cloudy,Flower & Garden,4,standard,6.85,1.01
26354,2025-10-14 16:13:39,World Showcase Canada,World Showcase United Kingdom,,,,,,4.3,72.6,cloudy,Food & Wine,2,park_hopper,5.08,4.71
24841,2025-09-19 09:37:16,World Nature,World Celebration,Remy's Ratatouille Adventure,Family,58.3,48.5,13.6,2.9,72.1,cloudy,Food & Wine,3,standard,10.0,3.07
17994,2025-06-26 10:35:00,World Nature,World Showcase Canada,,,,,,1.9,77.1,storm,none,3,park_hopper,4.89,2.98
21827,2025-08-10 14:32:36,World Nature,World Celebration,,,,,,4.5,73.5,storm,Food & Wine,3,park_hopper,6.27,4.07
2851,2025-01-30 17:23:53,World Showcase Mexico,World Showcase Norway,,,,,,3.1,76.9,clear,Festival of the Arts,4,standard,5.04,3.08
6187,2025-02-17 11:56:46,World Showcase Japan,World Showcase Morocco,,,,,,2.2,74.4,cloudy,Festival of the Arts,5,park_hopper,5.89,2.53
25680,2025-10-07 11:48:00,World Showcase Japan,World Showcase American Adventure,Gran Fiesta Tour,Family,6.5,7.2,7.0,4.6,73.7,clear,Food & Wine,5,standard,5.46,1.0
1929,2025-01-25 16:16:56,World Nature,World Celebration,Frozen Ever After,Family,32.7,38.2,11.1,3.0,55.0,cloudy,Festival of the Arts,3,standard,7.85,2.33
21715,2025-08-10 16:39:09,World Discovery,Entrance,Soarin' Around the World,Family,76.0,56.6,11.8,4.3,73.5,storm,Food & Wine,4,park_hopper,8.82,4.64
26470,2025-10-14 11:23:17,World Showcase Canada,World Showcase United Kingdom,,,,,,4.5,72.6,cloudy,Food & Wine,2,annual_pass,3.72,3.26
10366,2025-04-15 09:23:00,Entrance,World Discovery,Remy's Ratatouille Adventure,Family,49.7,46.7,15.1,2.6,75.7,clear,Flower & Garden,2,standard,9.17,1.88
19165,2025-07-10 16:35:35,World Nature,World Showcase United Kingdom,Mission: SPACE,Thrill,31.9,26.7,12.1,2.7,76.6,cloudy,none,1,annual_pass,6.8,3.21
19665,2025-07-14 11:43:00,World Showcase Morocco,World Showcase Japan,,,,,,1.0,83.8,storm,none,3,standard,7.21,5.59
10657,2025-04-22 16:36:24,World Discovery,World Showcase France,Frozen Ever After,Family,27.5,24.0,16.0,1.3,82.6,storm,Flower & Garden,2,annual_pass,9.57,1.25
26806,2025-10-27 13:27:08,Entrance,World Discovery,,,,,,3.3,83.6,storm,Food & Wine,6,standard,5.37,3.69
10276,2025-04-15 10:24:44,World Showcase American Adventure,World Discovery,Gran Fiesta Tour,Family,5.1,3.8,5.5,1.5,75.7,clear,Flower & Garden,5,standard,6.93,1.0
1089,2025-01-20 11:54:01,World Celebration,World Nature,Frozen Ever After,Family,37.9,46.1,10.8,4.0,67.2,cloudy,Festival of the Arts,6,standard,8.34,4.16
11911,2025-05-05 17:48:03,World Discovery,World Celebration,Journey Into Imagination with Figment,Family,7.8,7.6,9.1,2.4,82.3,storm,Flower & Garden,1,annual_pass,7.1,1.0
11351,2025-05-01 18:45:50,World Showcase Italy,World Showcase Germany,,,,,,1.0,77.8,clear,Flower & Garden,6,standard,7.16,4.49
48,2025-01-17 20:05:42,World Nature,World Showcase United Kingdom,,,,,,3.2,57.0,clear,Festival of the Arts,5,standard,5.67,3.67
13146,2025-05-17 14:32:49,World Showcase Canada,World Nature,,,,,,1.9,70.1,storm,Flower & Garden,5,standard,8.74,4.52
24409,2025-09-18 16:17:13,World Showcase United Kingdom,World Showcase Canada,Beauty and the Beast Sing-Along,Slow,5.0,2.8,17.9,4.1,67.7,clear,Food & Wine,5,standard,6.91,1.59
4398,2025-02-04 13:53:40,World Showcase Norway,World Showcase Mexico,,,,,,5.1,66.1,clear,Festival of the Arts,5,standard,2.89,4.6
12162,2025-05-11 15:38:56,World Showcase Germany,World Showcase Italy,Remy's Ratatouille Adventure,Family,40.9,39.2,9.5,2.3,73.8,cloudy,Flower & Garden,5,standard,8.82,3.2
24337,2025-09-14 09:56:07,World Showcase American Adventure,World Showcase Italy,,,,,,1.9,73.6,storm,Food & Wine,6,standard,3.76,5.1
5691,2025-02-14 17:49:34,World Discovery,World Showcase American Adventure,Soarin' Around the World,Family,29.1,27.6,12.4,2.2,68.1,clear,Festival of the Arts,4,standard,9.56,1.21
5936,2025-02-16 11:39:00,World Discovery,World Celebration,Reflections of China,Slow,5.0,2.8,10.7,4.7,74.5,cloudy,Festival of the Arts,5,park_hopper,6.41,1.63
17047,2025-06-21 18:54:09,World Showcase Canada,World Showcase United Kingdom,,,,,,3.4,80.1,light_rain,none,5,park_hopper,3.1,2.49
23467,2025-09-06 16:38:39,World Showcase Germany,World Showcase China,Test Track,Thrill,27.7,31.4,7.5,5.5,77.4,clear,Food & Wine,5,standard,7.7,3.12
3088,2025-01-30 10:28:00,World Nature,World Showcase American Adventure,Guardians of the Galaxy: Cosmic Rewind,Thrill,66.7,56.3,11.0,2.7,76.9,clear,Festival of the Arts,5,standard,9.46,3.21
22845,2025-08-31 13:16:00,World Discovery,World Showcase American Adventure,,,,,,8.5,61.5,cloudy,Food & Wine,5,park_hopper,5.7,3.81
9085,2025-04-09 14:01:00,World Showcase Morocco,World Showcase Italy,,,,,,2.3,76.4,clear,Flower & Garden,4,park_hopper,4.54,4.26
10469,2025-04-15 14:07:10,World Showcase American Adventure,World Showcase Italy,Mission: SPACE,Thrill,19.9,22.2,11.1,3.1,75.7,clear,Flower & Garden,4,standard,8.11,2.38
19381,2025-07-13 13:39:21,World Showcase France,World Showcase United Kingdom,,,,,,5.5,94.9,clear,none,3,standard,6.34,2.31
11787,2025-05-05 14:25:15,World Discovery,World Showcase American Adventure,Remy's Ratatouille Adventure,Family,21.4,20.0,16.3,1.0,82.3,storm,Flower & Garden,2,annual_pass,9.2,1.58
26753,2025-10-27 19:30:27,Entrance,World Discovery,,,,,,1.4,83.6,storm,Food & Wine,4,standard,5.35,1.07
15039,2025-06-09 11:57:42,World Showcase American Adventure,World Showcase Italy,,,,,,1.2,89.9,storm,none,6,standard,5.7,3.57
16360,2025-06-18 17:12:27,World Nature,World Celebration,Frozen Ever After,Family,75.2,67.0,14.3,3.1,72.1,cloudy,none,4,park_hopper,9.17,5.9
623,2025-01-19 17:58:00,World Showcase Canada,World Showcase United Kingdom,,,,,,6.1,66.2,clear,Festival of the Arts,6,standard,4.31,3.25
21509,2025-08-03 18:31:05,World Showcase Morocco,World Showcase Mexico,,,,,,4.8,84.3,cloudy,Food & Wine,6,standard,6.35,1.6
19559,2025-07-13 17:29:17,World Showcase United Kingdom,World Showcase Canada,Living with the Land,Family,10.7,10.7,15.5,1.9,94.9,clear,none,6,standard,8.08,1.0
